kind	df_label	n	k_extremes	magnitude	scenario	alpha	repetitions	n_perm	reject_count	rejection_rate	wilson_low	wilson_high	mean_norm	mean_corr	mean_index_overlap	mean_p	p05	p50	p95
l1	t2.2	160	1	4.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.6671	0.0087	0.0083	0.4689	0.0332	0.425	0.957
l1	t2.2	160	1	6.0	matched	0.05	120	299	15	0.125	0.0772	0.196	0.6632	0.0588	1.0	0.2733	0.0267	0.215	0.6645
l1	t2.2	160	1	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6616	-0.0024	0.0167	0.5052	0.0598	0.505	0.9572
l1	t2.2	160	1	8.0	matched	0.05	120	299	25	0.2083	0.1453	0.2895	0.6699	0.091	1.0	0.171	0.0167	0.13	0.4412
l1	t2.2	160	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6423	0.0003	0.0083	0.5281	0.0533	0.5667	0.937
l1	t2.2	160	2	4.0	matched	0.05	120	299	6	0.05	0.0231	0.1048	0.668	0.0262	2.0	0.3673	0.0528	0.3017	0.857
l1	t2.2	160	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6611	0.0021	0.0083	0.4788	0.0433	0.51	0.9405
l1	t2.2	160	2	6.0	matched	0.05	120	299	21	0.175	0.1174	0.2528	0.6862	0.0963	2.0	0.1677	0.0133	0.115	0.4747
l1	t2.2	160	2	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6522	-0.0108	0.0167	0.5699	0.0432	0.62	0.9735
l1	t2.2	160	2	8.0	matched	0.05	120	299	77	0.6417	0.5527	0.7218	0.7225	0.1887	2.0	0.0579	0.0033	0.0367	0.2103
l1	t2.2	160	2	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6434	-0.0045	0.0333	0.4987	0.0597	0.495	0.9468
l1	t2.2	160	3	4.0	matched	0.05	120	299	9	0.075	0.04	0.1364	0.6818	0.0308	3.0	0.3354	0.0363	0.2917	0.7033
l1	t2.2	160	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6674	-0.0035	0.0917	0.5081	0.0797	0.5267	0.9335
l1	t2.2	160	3	6.0	matched	0.05	120	299	43	0.3583	0.2782	0.4473	0.7094	0.1366	3.0	0.1002	0.0033	0.0767	0.27
l1	t2.2	160	3	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6655	0.0008	0.0417	0.4941	0.046	0.4917	0.9542
l1	t2.2	160	3	8.0	matched	0.05	120	299	88	0.7333	0.6479	0.8043	0.7186	0.23	3.0	0.0424	0.0033	0.0183	0.1377
l1	t2.2	160	3	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6307	-0.0065	0.0417	0.5159	0.0632	0.5017	0.9202
l1	t2	40	1	4.0	matched	0.05	120	299	11	0.0917	0.052	0.1567	0.7486	0.0965	1.0	0.3086	0.0297	0.245	0.7458
l1	t2	40	1	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7378	0.0031	0.0083	0.5131	0.056	0.4967	0.967
l1	t2	40	1	6.0	matched	0.05	120	299	27	0.225	0.1595	0.3076	0.7546	0.1945	1.0	0.1936	0.0067	0.1417	0.5522
l1	t2	40	1	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7045	0.0054	0.025	0.4875	0.0432	0.4933	0.9335
l1	t2	40	1	8.0	matched	0.05	120	299	54	0.45	0.3639	0.5392	0.7765	0.3449	1.0	0.0895	0.0065	0.0567	0.3272
l1	t2	40	1	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6771	0.0039	0.025	0.5102	0.0458	0.52	0.9268
l1	t2	40	2	4.0	matched	0.05	120	299	14	0.1167	0.0708	0.1863	0.77	0.1143	2.0	0.2737	0.0258	0.2483	0.6207
l1	t2	40	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7393	0.0087	0.075	0.4884	0.0465	0.5017	0.9602
l1	t2	40	2	6.0	matched	0.05	120	299	46	0.3833	0.3012	0.4727	0.7878	0.2778	2.0	0.1284	0.0033	0.0683	0.4182
l1	t2	40	2	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7215	-0.0034	0.075	0.5077	0.0463	0.51	0.9335
l1	t2	40	2	8.0	matched	0.05	120	299	88	0.7333	0.6479	0.8043	0.8435	0.5013	2.0	0.0373	0.0033	0.01	0.1435
l1	t2	40	2	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6794	0.0007	0.0833	0.4876	0.0713	0.47	0.937
l1	t2	40	3	4.0	matched	0.05	120	299	24	0.2	0.1382	0.2804	0.7847	0.1267	3.0	0.2672	0.01	0.2133	0.6883
l1	t2	40	3	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7798	0.0057	0.1583	0.4984	0.0532	0.5333	0.9367
l1	t2	40	3	6.0	matched	0.05	120	299	73	0.6083	0.5189	0.691	0.8284	0.3614	3.0	0.0954	0.0033	0.0267	0.448
l1	t2	40	3	6.0	independent_null	0.05	120	299	0	0.0	-0.0	0.031	0.7344	-0.0215	0.1583	0.5264	0.0967	0.5117	0.9468
l1	t2	40	3	8.0	matched	0.05	120	299	89	0.7417	0.6567	0.8116	0.8561	0.5074	3.0	0.0361	0.0033	0.0067	0.1502
l1	t2	40	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6986	-0.0231	0.2167	0.5476	0.0533	0.5883	0.9337
l1	t2	80	1	4.0	matched	0.05	120	299	6	0.05	0.0231	0.1048	0.679	0.0335	1.0	0.3847	0.053	0.36	0.8235
l1	t2	80	1	4.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.6791	0.0222	0.0083	0.4415	0.0363	0.3917	0.927
l1	t2	80	1	6.0	matched	0.05	120	299	13	0.1083	0.0644	0.1766	0.6771	0.0818	1.0	0.2549	0.0165	0.2417	0.5545
l1	t2	80	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6568	-0.0059	0.0333	0.512	0.0562	0.5033	0.9242
l1	t2	80	1	8.0	matched	0.05	120	299	37	0.3083	0.2327	0.3958	0.6899	0.1656	1.0	0.1324	0.0065	0.0917	0.3678
l1	t2	80	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6423	0.0044	0.0083	0.4824	0.0532	0.495	0.907
l1	t2	80	2	4.0	matched	0.05	120	299	8	0.0667	0.0342	0.1261	0.6919	0.059	2.0	0.3426	0.0325	0.305	0.7742
l1	t2	80	2	4.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.69	0.0103	0.0583	0.4583	0.0398	0.4683	0.96
l1	t2	80	2	6.0	matched	0.05	120	299	35	0.2917	0.2178	0.3784	0.7059	0.1461	2.0	0.1518	0.0033	0.11	0.4437
l1	t2	80	2	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.6613	-0.0265	0.0333	0.5721	0.0962	0.56	0.967
l1	t2	80	2	8.0	matched	0.05	120	299	64	0.5333	0.4444	0.6202	0.7393	0.2663	2.0	0.0683	0.0033	0.04	0.2203
l1	t2	80	2	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.6443	0.0042	0.0417	0.5101	0.0393	0.5733	0.9533
l1	t2	80	3	4.0	matched	0.05	120	299	12	0.1	0.0581	0.1667	0.7081	0.062	3.0	0.3159	0.0167	0.2667	0.7043
l1	t2	80	3	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6815	0.0051	0.1583	0.4806	0.0493	0.45	0.9243
l1	t2	80	3	6.0	matched	0.05	120	299	38	0.3167	0.2402	0.4045	0.7279	0.1849	3.0	0.1254	0.0033	0.09	0.3302
l1	t2	80	3	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6724	0.0032	0.1333	0.5023	0.0498	0.5167	0.967
l1	t2	80	3	8.0	matched	0.05	120	299	74	0.6167	0.5273	0.6988	0.7706	0.3306	3.0	0.0458	0.0033	0.0167	0.1703
l1	t2	80	3	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6471	-0.0109	0.0583	0.5266	0.0493	0.525	0.9135
l1	t2	160	1	4.0	matched	0.05	120	299	5	0.0417	0.0179	0.0938	0.619	0.0066	1.0	0.4794	0.0627	0.47	0.9143
l1	t2	160	1	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6081	-0.0017	0.0	0.5219	0.0495	0.5283	0.9368
l1	t2	160	1	6.0	matched	0.05	120	299	10	0.0833	0.0459	0.1466	0.6101	0.0333	1.0	0.3538	0.0298	0.3317	0.7652
l1	t2	160	1	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.601	-0.0096	0.0	0.5261	0.0828	0.5317	0.9635
l1	t2	160	1	8.0	matched	0.05	120	299	16	0.1333	0.0838	0.2056	0.6256	0.0674	1.0	0.2171	0.023	0.1717	0.5502
l1	t2	160	1	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.5997	-0.0061	0.0167	0.5256	0.0965	0.5283	0.9302
l1	t2	160	2	4.0	matched	0.05	120	299	6	0.05	0.0231	0.1048	0.6237	0.0234	2.0	0.3928	0.0683	0.3567	0.802
l1	t2	160	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6154	0.0052	0.0167	0.4802	0.0433	0.445	0.9345
l1	t2	160	2	6.0	matched	0.05	120	299	16	0.1333	0.0838	0.2056	0.6463	0.0647	2.0	0.2294	0.0198	0.2083	0.547
l1	t2	160	2	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6272	0.0062	0.0333	0.4428	0.0597	0.4117	0.9243
l1	t2	160	2	8.0	matched	0.05	120	299	43	0.3583	0.2782	0.4473	0.6606	0.1363	2.0	0.0962	0.0067	0.075	0.2768
l1	t2	160	2	8.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.6124	-0.0034	0.0417	0.4932	0.0863	0.49	0.9503
l1	t2	160	3	4.0	matched	0.05	120	299	9	0.075	0.04	0.1364	0.6396	0.0234	3.0	0.3819	0.0432	0.3417	0.8603
l1	t2	160	3	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6235	-0.0054	0.0417	0.5111	0.076	0.54	0.9335
l1	t2	160	3	6.0	matched	0.05	120	299	23	0.1917	0.1312	0.2712	0.6548	0.0945	3.0	0.1709	0.0067	0.1367	0.4485
l1	t2	160	3	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6318	0.0083	0.075	0.4802	0.0367	0.4717	0.9003
l1	t2	160	3	8.0	matched	0.05	120	299	60	0.5	0.4119	0.5881	0.6671	0.1756	3.0	0.077	0.0033	0.0483	0.251
l1	t2	160	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6067	-0.0074	0.0167	0.5192	0.0827	0.5067	0.9635
